2024-07-03|73.4832|65.8051|81.7939|74.6014|24.3806
2024-07-04|73.6048|64.2413|81.469|74.4871|23.8411
2024-07-05|73.6176|62.5937|80.8675|75.0258|23.8901
2024-07-06|73.7257|62.1003|80.1214|74.2096|23.4487
2024-07-07|73.5886|61.9235|80.2788|73.4097|23.5959
2024-07-08|73.5835|65.8609|80.4691|74.683|23.8901
2024-07-09|74.5529|66.466|79.8981|76.2501|25.2143
2024-07-10|73.9732|61.1881|79.6037|74.8952|24.5277
2024-07-11|74.4391|62.3237|80.7584|75.9073|25.3124
2024-07-12|74.2435|62.2586|80.596|75.3686|24.871
2024-07-13|73.9443|66.829|80.8726|76.4296|25.2634
2024-07-14|73.8576|62.3517|80.9843|73.5403|24.6258
2024-07-15|73.9683|64.4554|81.2305|75.6951|25.0181
2024-07-16|74.2651|65.4234|80.4691|74.2586|24.6748
2024-07-17|74.4095|64.3995|80.7559|75.1564|24.9201
2024-07-18|74.4943|65.6096|81.0198|75.5318|25.3615
2024-07-19|74.4847|69.2213|80.6924|76.1195|25.0672
2024-07-20|74.6079|69.2864|80.2991|75.3196|24.6748
2024-07-21|74.5667|65.6655|80.4919|72.8874|23.5468
2024-07-22|74.4378|64.8742|80.8955|76.0215|24.6748
2024-07-23|74.9654|66.4101|80.5097|77.001|25.7048
2024-07-24|75.0158|66.5404|80.2508|77.1316|25.5576
2024-07-25|74.976|64.5764|79.8524|75.5808|24.3315
2024-07-26|75.8802|66.6428|79.8448|76.3317|25.2634
2024-07-27|75.3272|68.6348|79.4235|76.7071|24.5768
2024-07-28|75.1174|65.0976|79.7077|74.9605|24.822
2024-07-29|75.1528|66.0564|80.5529|77.458|24.7729
2024-07-30|75.3982|68.309|80.8625|77.5886|24.5277
2024-07-31|75.4189|68.7838|81.0401|76.7888|25.2634
2024-08-01|75.3526|73.4473|80.3473|77.6376|24.4296
2024-08-02|75.4865|70.2824|80.5478|76.7071|24.3315
2024-08-03|72.4392|62.8543|79.3829|73.5893|21.7813
